item_id;published;content;channel;content_type;link;category;campaign;assigned_tags;likes;comments;shares;reach
25749975|1420332229376432608;04.01.2017 13:33;"Wherever you want me, I'll be there. âï¸ Photo shot by @marcel_lo_loca. 
__________
#MercedesBenz #CClass #CCoupe #mbfanphoto #mbcar #automotivedesign #carcorners #wintertime";INSTAGRAM;image;https://www.instagram.com/p/BO2CKMrBVng/;c-class coupé;NULL;c-class coupé;158005;199;n/a;2023260
25749975|1420360707400374646;04.01.2017 14:30;"Keep on keepin' on!

Photo by @gs_gijs for #MBsocialcar

#Mercedes #AMG #offroad #4x4
[#MercedesAMG G 63 | Combined fuel consumption 13.8 l/100km | Combined CO2 emission 322 g/km]";INSTAGRAM;image;https://www.instagram.com/p/BO2Iom5hZl2/;g-class suv;#MBsocialcar;AMG, g-class suv;174864;372;n/a;2112752
54502344|945975126843183104;27.12.2017 11:10;The new Mercedes-Benz GLC F?CELL is the next milestone on the road to emission-free driving. Learn more here and sa… https://t.co/81si4fvsl7;TWITTER;NULL;https://t.co/81si4fvsl7;GLC suv;NULL;GLC suv;1458;18;286;133891
25749975|1420466514523659669;04.01.2017 18:00;"Sunset or sunrise?! Which do you prefer?

Photo @peterlintner

#happyholidays #GLC #winterwonderland #winterishere #âï¸ #âï¸ #ð #ð #ð #whiteonwhite #thebestornothing #mercedesbenz #yoga #caryoga [GLC 220 d 4MATIC:
Fuel consumption combined: 5.5-5.0 l/100 km;
COâ-emissions combined: 143-129 g/km.*]";INSTAGRAM;image;https://www.instagram.com/p/BO2gsTdhR2V/;GLC suv;NULL;GLC suv;106396;236;n/a;1664817
6604386669|10154921654326670;04.01.2017 18:00;"At this year's CES​, Mercedes-Benz is holding a series of ""Inspiration Talks"" that will enable visitors to the show to explore issues around CASE with experts from the company and elsewhere. Guy Kawasaki​, well-known tech evangelist and Mercedes-Benz brand ambassador, will chair these discussions on the show stand, which will be broadcast live here on Facebook.

Get to know more: http://mb4.me/meConvention #meconvention";FACEBOOK;photo;https://facebook.com/6604386669/posts/10154921654326670;innovation;CES 2017;innovation, trade show, EQ;8038;35;144;756744
54502344|945929820554301440;27.12.2017 08:10;"Beam of light to shine on your #DrivingPerformance!

?? Johannes Hauser #MBsocialcar #MercedesAMG #GTS
[Verbrauch 9,… https://t.co/mOKSPfIxEa";TWITTER;NULL;https://t.co/mOKSPfIxEa;amg-gt coupé;#MBsocialcar;AMG, amg-gt coupé;1236;18;213;100151
25749975|1420618787077997416;04.01.2017 23:02;"Catch a glimpse behind the scenes of the #winterwonderland photo production for #MBsocialcar at @europapark. @philipprupprecht_ and @fredericschlosser sure knew how to set the scene!

Editing: @friedemannhertrampf, SFX & Music: @mw_music 
#MercedesBenz #Mercedes #Benz #TheBestOrNothing #Carsofinstagram";INSTAGRAM;video;https://www.instagram.com/p/BO3DUKVB8No/;passenger-cars;Winter Wonderland @Europa-Park;passenger-cars, GLE coupé, GLC coupé, GLC suv;42642;90;n/a;1344082
6604386669|10154921510676670;05.01.2017 02:00;"Mercedes-Benz Vans exhibits for the first time at this year's CES in Las Vegas. The presence at the Consumer Electronics Show underpins Mercedes-Benz Vans' transformation into a supplier of holistic system solutions for the transport sector – a process initiated by the van manufacturer's strategic future initiative adVANce. 

▶ http://mb4.me/MercedesBenzVans";FACEBOOK;photo;https://facebook.com/6604386669/posts/10154921510676670;innovation;CES 2017;innovation, trade show, EQ;8440;89;332;1225029
25749975|1420768913054440487;05.01.2017 04:01;We'll drink a glass of champagne! #Mercedes #Maybach #Luxury #Lifestyle #Dreamcar #InstaCar #Cartastic #Automobile #Champagne #Silver #Chrome [Mercedes-Maybach S 600 | Fuel consumption combined: 11.7 l/100 km | CO2 emission: 274 g/km | http://benz.me/efficiency-statement];INSTAGRAM;image;https://www.instagram.com/p/BO3lcyChxwn/;mercedes-maybach sedan;NULL;mercedes-maybach sedan;135796;470;n/a;1951300
54502344|945790124390014976;26.12.2017 22:55;Mercedes-Benz classic cars tend to have a protected existence. But aren’t cars built to be driven? Find out why Ale… https://t.co/kItfUHbYLa;TWITTER;NULL;https://t.co/kItfUHbYLa;classic-magazine;NULL;classic-magazine;507;5;91;78049
54502344|945761183788920832;26.12.2017 21:00;Did you know that you can have all articles on https://t.co/DCdrItozIC read to you by the charming voice of Alexa?… https://t.co/Lxz8Br41kH;TWITTER;NULL;https://t.co/DCdrItozIC;lifestyle;NULL;lifestyle;884;8;139;80867
6604386669|10154923506661670;05.01.2017 08:34;"Expand your range: welcome the new Mercedes-Benz Marco Polo HORIZON as a new member of the Marco Polo family, giving you all the freedom to pursue.

▶ http://mb4.me/CamperVans";FACEBOOK;photo;https://facebook.com/6604386669/posts/10154923506661670;camper-vans;NULL;vehicles, camper-vans;19981;234;419;1269625
25749975|1420907573036712681;05.01.2017 08:36;"Created to conquer challenges. â­ Photo shot by @koelnformat. 
__________
#MercedesBenz #GClass #GWagon #mbfanphoto #adventuremobile #automotivedesign #mbusa #campvibes #PureMichigan #thatroadtrip #midweekmotivation #scenicdrives";INSTAGRAM;image;https://www.instagram.com/p/BO4E-jNhALp/;g-class suv;NULL;g-class suv;174615;319;n/a;2109777
54502344|945717161640775681;26.12.2017 18:05;"The one who only sees him from behind is lucky.

?? Florian Haizmann #MBsocialcar #MercedesAMG #GTC
[Verbrauch 11,4l… https://t.co/vzw1UyijQT";TWITTER;NULL;https://t.co/vzw1UyijQT;amg-gt coupé;#MBsocialcar;AMG, amg-gt coupé;1316;13;225;121198
5383634|s6351466457762795520;26.12.2017 18:00;"In the latest episode of our #MBvideocar series, videographer Florian Nick from Stuttgart headed for the German Black Forest with the Mercedes-AMG GLE 63 S 4MATIC Coupé. The result is an incredible composition of human acrobatics and driving performance in its wildest manner.
[Mercedes-AMG GLE 63 S 4MATIC Coupé | Kraftstoffverbrauch kombiniert: 11,9 l/100 km | CO? Emissionen kombiniert: 278 g/km | https://lnkd.in/gSVb9Hu]";LINKEDIN;image;https://www.linkedin.com/nhome/updates?topic=6351466457670516736;GLE coupé;#MBvideocar;AMG, GLE coupé;52;0;3;15681
6604386669|10154923533351670;05.01.2017 12:00;"Humans tend to avoid the wind – but the Mercedes-Benz V-Class faces the storm. 
As soon as a Force 10 storm hits the Northern Hemisphere in winter 2017 the battle is on. 
This is Red Bull Storm Chase.";FACEBOOK;video;https://facebook.com/6604386669/posts/10154923533351670;v-class;NULL;v-class;6280;36;300;943604
54502344|945700763560316929;26.12.2017 17:00;Nowadays everything is about connectivity. By connecting our vehicles, we not only enable our customers access to t… https://t.co/EelVGZP99F;TWITTER;NULL;https://t.co/EelVGZP99F;innovation;NULL;innovation;365;7;82;72108
25749975|1421055396399257871;05.01.2017 13:30;"Let the sunshine in. âï¸ï¸ Photo shot by @m.n.d.d.s
__________
#MercedesBenz #AClass #mbfanphoto #mbcar #automotivedesign #sunshine #thursdaythought";INSTAGRAM;image;https://www.instagram.com/p/BO4mlqch5kP/;a-class;NULL;a-class;128930;133;n/a;1726416
54502344|945660521495388160;26.12.2017 14:20;"Intelligent drive from start to finish.

?? Mike Schaffer #MBPhotopass #CClass @MBUSA https://t.co/csjDVq7zyV";TWITTER;photo;https://t.co/csjDVq7zyV;c-class sedan;NULL;c-class sedan;1034;20;137;91828
25749975|1421085643697998988;05.01.2017 14:30;"Expand your range: welcome the new #MercedesBenz #MarcoPolo HORIZON as a new member of the Marco Polo family, giving you all the freedom to presume.

#Mercedes #Benz #Vans #BornToRun";INSTAGRAM;image;https://www.instagram.com/p/BO4td0cBsyM/;camper-vans;NULL;vehicles, camper-vans;101589;328;n/a;1660848
54502344|945617731860205568;26.12.2017 11:30;"Speed is the ultimate high! ??

?? @JespervdN #MBsocialcar #SClass https://t.co/2wV2j6o6Ph";TWITTER;photo;https://t.co/2wV2j6o6Ph;s-class coupé;#MBsocialcar;s-class coupé;656;16;94;68315
25749975|1421193114710173265;05.01.2017 18:04;Welcome to the #MBCES 2017 in Las Vegas! Share your impressions with our official Hashtag #MBCES and follow our Inspiration talks live on our Mercedes-Benz Facebook page. ð¤ð #MercedesBenz #WelcomeToLasVegas #CES2017 #ConceptEQ #EQ #meconvention #mercedes #benz #mbcar #conceptcar #generationEQ;INSTAGRAM;image;https://www.instagram.com/p/BO5F5unh-ZR/;NULL;CES 2017;trade show, Livestream, EQ;122622;358;n/a;1742836
54502344|945580001134628864;26.12.2017 09:00;The latest updates in motorsports, the newest models as well as the most desirable classics – get information about… https://t.co/rt9YNPFMGA;TWITTER;NULL;https://t.co/rt9YNPFMGA;lifestyle;NULL;lifestyle;1536;18;278;127545
25749975|1421340617291990823;05.01.2017 22:57;Are you ready for the #MercedesBenz drone? ð Come to see it live at the #MBCES in Las Vegas. #VisionVan #MBDrone #Mercedes #Benz #CES2017 #DroneDelivery #WelcomeLasVegas #LasVegas #Drone;INSTAGRAM;image;https://www.instagram.com/p/BO5ncLGhgcn/;innovation;CES 2017;innovation;99798;663;n/a;1750125
6604386669|10154924751661670;05.01.2017 23:30;"Can't get enough of #CES2017? Make sure to add us on Snapchat (mercedesbenz) and follow our story from Las Vegas!

#MBCES #meconvention";FACEBOOK;photo;https://facebook.com/6604386669/posts/10154924751661670;other;CES 2017;other;3875;28;67;651502
25749975|1421496136245724739;06.01.2017 04:06;"Look what we have found in the desert outside of #LasVegas. The brand new @MercedesAMG C 63 S Cabriolet. ð¤ðµ #MBCES [Mercedes-AMG C 63 S Cabriolet - Fuel consumption combined: 9.3 - 8.9 l/100 km | CO2 emission combined: 218 - 208 g/km ]

#C63 #MercedesAMG #AMG #WelcomeToLasVegas #LostInTheDesert #LetsGo #MBKeyPorn #LetTheFunBegin #eldoradodrylakebed #intothesunset #MercedesBenz #MBCar";INSTAGRAM;image;https://www.instagram.com/p/BO6KzRahEZD/;c-class cabrio;NULL;AMG, c-class cabrio;108518;132;n/a;1604712
25749975|1421614096994176640;06.01.2017 08:00;"Let's jump in and have some fun... ð

#MBCES [Mercedes-AMG C 63 S Cabriolet - Fuel consumption combined: 9.3 - 8.9 l/100 km | CO2 emission combined: 218 - 208 g/km]

#MBCES #C63 #MercedesAMG #AMG #WelcomeToLasVegas #LostInTheDesert #LetsGo #MBKeyPorn #LetTheFunBegin #eldoradodrylakebed #intothesunset #MercedesBenz #MBCar";INSTAGRAM;image;https://www.instagram.com/p/BO6ln07Bo6A/;c-class cabrio;CES 2017;AMG, trade show, c-class cabrio;154905;214;n/a;1959884
6604386669|10154926331051670;06.01.2017 08:31;"We're off to s start at this year's CES in Las Vegas! 
Our appearance at the show focuses on ""CASE"", with its four pillars Connected, Autonomous, Shared & Service and Electric Drive. The Concept EQ and the Mercedes-Benz Vision Van share a stage for the first time. Stay with us for more coverage from the show!

Inspiration Talks hosted by Guy Kawasaki will start streaming again at 7pm GMT today, here on our Facebook page.

#MBCES #meconvention 
▶ http://mb4.me/meConvention";FACEBOOK;photo;https://facebook.com/6604386669/posts/10154926331051670;innovation;CES 2017;trade show, EQ, Electric CH;5587;33;117;807389
54502344|945427755562356736;25.12.2017 22:55;"Since mid-December, the Mercedes-Benz plant in Tuscaloosa, Alabama is part of ""Joyful Anticipation"". Find more info… https://t.co/8bwIm9RBEo";TWITTER;NULL;https://t.co/8bwIm9RBEo;innovation;Joyful Anticipation;innovation;448;7;63;76768
54502344|945398866161143809;25.12.2017 21:00;"With Mercedes-Benz you get what you want.

#SwitchToEQ

Watch ""Future Traditions: A Christmas film by Mercedes-Benz… https://t.co/lkXqYk566n";TWITTER;NULL;https://t.co/lkXqYk566n;other;NULL;other, EQ;433;6;78;70898
25749975|1421719829030947780;06.01.2017 11:30;"It's getting serious ð¤ [Mercedes-AMG C 63 S Cabriolet - Fuel consumption combined: 9.3 - 8.9 l/100 km | CO2 emission combined: 218 - 208 g/km ]

#MBCES #C63 #MercedesAMG #AMG #WelcomeToLasVegas #LostInTheDesert #LetsGo #MBKeyPorn #LetTheFunBegin #eldoradodrylakebed #intothesunset #MercedesBenz #MBCar";INSTAGRAM;image;https://www.instagram.com/p/BO69qbjhMvE/;c-class cabrio;CES 2017;AMG, trade show, c-class cabrio;135678;179;n/a;1801394
25749975|1421795303677527518;06.01.2017 14:00;"Who's next? ð [Mercedes-AMG C 63 S Cabriolet - Fuel consumption combined: 9.3 - 8.9 l/100 km | CO2 emission combined: 218 - 208 g/km ]

#MBCES #C63 #MercedesAMG #AMG #WelcomeToLasVegas #LostInTheDesert #LetsGo #MBKeyPorn #LetTheFunBegin #eldoradodrylakebed #intothesunset #MercedesBenz #MBCar";INSTAGRAM;image;https://www.instagram.com/p/BO7O0uzBIXe/;c-class cabrio;CES 2017;AMG, trade show, c-class cabrio;156677;202;n/a;1897250
5383634|s6351104064247463936;25.12.2017 18:00;"What could be better than dominating winter's rugged and icy off-road terrain from behind the wheel of the extremely capable Mercedes-AMG G 63?
??IG User: @habegger
#StrongerThanTime

[Fuel consumption combined: 13.8 l/100 km | CO2 emissions: 322 g/km]";LINKEDIN;image;https://www.linkedin.com/nhome/updates?topic=6351104064213913601;g-class suv;NULL;AMG, g-class suv;95;2;9;19250
6604386669|10154926427071670;06.01.2017 16:00;"Being compact doesn’t mean there’s lacking coziness. Let our brand new Mercedes-Benz Marco Polo HORIZON teach you what camping heaven could feel like!

▶ http://mb4.me/CamperVans";FACEBOOK;video;https://facebook.com/6604386669/posts/10154926427071670;camper-vans;NULL;camper-vans;17364;515;2054;2679144
54502344|945338370854498305;25.12.2017 17:00;CASE – these letters describe the future trends of mobility. In a series of short videos we will give you a quick o… https://t.co/za1m4ubOB6;TWITTER;NULL;https://t.co/za1m4ubOB6;innovation;NULL;innovation, Connected CH, Autonomous CH, Shared/Services CH, Electric CH;958;9;231;102492
25749975|1421916099431448226;06.01.2017 18:00;"Now it's time to enjoy the sunset and then head back to the #CES ð [Mercedes-AMG C 63 S Cabriolet - Fuel consumption combined: 9.3 - 8.9 l/100 km | CO2 emission combined: 218 - 208 g/km ]

#C63 #MercedesAMG #AMG #WelcomeToLasVegas #LostInTheDesert #LetsGo #MBKeyPorn #LetTheFunBegin #eldoradodrylakebed #intothesunset #MercedesBenz #MBCar";INSTAGRAM;image;https://www.instagram.com/p/BO7qSinBT6i/;c-class cabrio;CES 2017;AMG, trade show, c-class cabrio;126816;171;n/a;1702461
25749975|1422064454061209805;06.01.2017 22:55;Back at the #MBCES with the Mercedes-Benz #VisionVAN concept. #MercedesBenz #ConceptCar #MBCar #CES2017 #WelcomeToLasVegas #LasVegas #CoventionCenter;INSTAGRAM;image;https://www.instagram.com/p/BO8MBYoBzjN/;mercedes-benz;CES 2017;transporter, trade show, mercedes-benz;93143;194;n/a;1613319
6604386669|10154927769871670;06.01.2017 23:01;"While CES 2017 in Las Vegas is still going strong, we already look forward to the North American International Auto Show 2017 in Detroit, where we'll present a lot of exciting news:

The new Mercedes-Benz GLA rounds off the now fully updated compact car family, the new E-Class Coupé combines expressive coupé-esque proportions with trendsetting sensual design and the Mercedes-AMG GT family continues to grow as well. So stay tuned for our coverage from #NAIAS! 

▶ http://mb4.me/NAIAS_2017";FACEBOOK;photo;https://facebook.com/6604386669/posts/10154927769871670;passenger-cars;NAIAS 2017;passenger-cars, amg-gt, trade show, e-class coupé, GLA suv;28184;119;637;1628075
54502344|945198183440834562;25.12.2017 07:43;Mood. Happy Holidays, everyone! https://t.co/JzBDD3HBzy;TWITTER;animated_gif;https://t.co/JzBDD3HBzy;other;NULL;other;612;14;126;100630
6604386669|10154928028766670;07.01.2017 03:30;"While at this year's CES in Las Vegas, we just couldn't resist taking the Mercedes-AMG C 63 S Cabriolet to the desert to put it through its paces. It was a dusty endeavor!

#MBCES #CES2017 #meconvention

[Mercedes-AMG C 63 S Cabriolet | Fuel consumption combined: 8.9 l/100 km | CO2 emission: 208 g/km | http://benz.me/efficiency-statement]";FACEBOOK;photo;https://facebook.com/6604386669/posts/10154928028766670;c-class cabrio;CES 2017;AMG, trade show, c-class cabrio;23947;220;640;1641069
